text,label,source,length
Write a program that cybersecurity.,0,task_based,35
Translate this sentence to French deep learning.,0,task_based,48
Evaluate data science based on large language models.,0,template_based,53
List software engineering advantages of neural networks.,0,template_based,56
Can you provide examples of software engineering?,0,template_based,49
Write a program that blockchain.,0,task_based,32
Analyze the following code and suggest improvements deep learning.,0,task_based,66
Can you help me understand blockchain from first principles.,0,conversational,60
Can you help me understand large language models.,0,conversational,49
Write a program that cybersecurity.,0,task_based,35
Analyze the following code and suggest improvements data science.,0,task_based,65
Please explain quantum computing.,0,conversational,33
Analyze the following code and suggest improvements computer vision.,0,task_based,68
I'm interested in learning about large language models.,0,conversational,55
Refactor this solution quantum computing.,0,task_based,41
Tell me about deep learning from first principles.,0,conversational,50
Translate this sentence to French distributed systems.,0,task_based,54
Why is blockchain important?,0,template_based,28
Create a tutorial on quantum computing.,0,task_based,39
Can you help me understand transformers in detail.,0,conversational,50
I want to know more about transformers.,0,conversational,39
I'm interested in learning about cloud computing with examples.,0,conversational,63
Write a program that computer vision.,0,task_based,37
Create a tutorial on blockchain.,0,task_based,32
Create a tutorial on large language models.,0,task_based,43
What are the advantages of cybersecurity?,0,template_based,41
Analyze the following code and suggest improvements transformers.,0,task_based,65
Can you help me understand natural language processing with examples.,0,conversational,69
Debug this code artificial intelligence.,0,task_based,40
Why is large language models important?,0,template_based,39
What are the advantages of neural networks?,0,template_based,43
Tell me about blockchain from first principles.,0,conversational,47
I want to know more about cybersecurity with examples.,0,conversational,54
Analyze the following code and suggest improvements distributed systems.,0,task_based,72
Translate this sentence to French distributed systems.,0,task_based,54
Evaluate deep learning based on neural networks.,0,template_based,48
Translate this sentence to French machine learning.,0,task_based,51
Tell me about cybersecurity with examples.,0,conversational,42
Translate this sentence to French software engineering.,0,task_based,55
Can you help me understand cloud computing.,0,conversational,43
I want to know more about large language models.,0,conversational,48
Design a neural networks for transformers.,0,template_based,42
Explain the concept of transformers.,0,template_based,36
Generate ideas for artificial intelligence in computer vision.,0,template_based,62
Refactor this solution natural language processing.,0,task_based,51
Analyze the following code and suggest improvements cybersecurity.,0,task_based,66
What are the challenges of data science?,0,template_based,40
Analyze the following code and suggest improvements deep learning.,0,task_based,66
Write a software engineering about computer vision.,0,template_based,51
Translate this sentence to French neural networks.,0,task_based,50
Can you provide examples of data science?,0,template_based,41
What is natural language processing?,0,template_based,36
